data,dia_semana,turno,canal,pedidos,faturamento,ticket_medio,tempo_medio_atendimento_min,funcionarios_no_turno,avaliacao_media_cliente
2025-07-03,Quinta,Tarde,Drive-Thru,85,1985.6,23.36,3.12,8,4.6
2025-07-03,Quinta,Tarde,Delivery/App,20,636.8,31.84,11.03,8,4.8
2025-07-03,Quinta,Noite,Salão,32,964.8,30.15,6.1,11,4.7
2025-07-03,Quinta,Noite,Drive-Thru,122,3932.06,32.23,2.96,11,4.7
2025-07-03,Quinta,Noite,Delivery/App,37,1170.68,31.64,10.81,11,4.4
2025-07-04,Sexta,Manhã,Salão,28,770.56,27.52,5.09,7,4.5
2025-07-04,Sexta,Manhã,Drive-Thru,53,1262.99,23.83,2.84,7,4.6
2025-07-04,Sexta,Manhã,Delivery/App,16,629.44,39.34,10.01,7,4.2
2025-07-04,Sexta,Tarde,Salão,67,1900.79,28.37,6.27,11,4.8
2025-07-04,Sexta,Tarde,Drive-Thru,107,2838.71,26.53,2.82,11,4.7
2025-07-04,Sexta,Tarde,Delivery/App,35,1353.8,38.68,10.58,11,4.7
2025-07-04,Sexta,Noite,Salão,44,1201.64,27.31,6.59,9,4.5
2025-07-04,Sexta,Noite,Drive-Thru,137,4403.18,32.14,4.25,9,4.5
2025-07-04,Sexta,Noite,Delivery/App,45,1425.6,31.68,11.77,9,4.5
2025-07-05,Sábado,Manhã,Salão,35,968.8,27.68,5.09,7,4.5
2025-07-05,Sábado,Manhã,Drive-Thru,61,1654.93,27.13,3.43,7,4.9
2025-07-05,Sábado,Manhã,Delivery/App,18,716.04,39.78,9.64,7,4.5
2025-07-05,Sábado,Tarde,Salão,46,1154.6,25.1,6.17,10,4.6
2025-07-05,Sábado,Tarde,Drive-Thru,103,2517.32,24.44,3.03,10,4.4
2025-07-05,Sábado,Tarde,Delivery/App,38,1256.66,33.07,10.19,10,5.0
2025-07-05,Sábado,Noite,Salão,37,1108.52,29.96,5.22,10,4.5
2025-07-05,Sábado,Noite,Drive-Thru,122,3440.4,28.2,3.3,10,5.0
2025-07-05,Sábado,Noite,Delivery/App,47,1419.87,30.21,12.06,10,4.5
2025-07-06,Domingo,Manhã,Salão,43,886.66,20.62,6.4,6,4.5
2025-07-06,Domingo,Manhã,Drive-Thru,49,1403.36,28.64,3.08,6,4.4
2025-07-06,Domingo,Manhã,Delivery/App,18,607.14,33.73,10.09,6,4.3
2025-07-06,Domingo,Tarde,Salão,72,1797.84,24.97,5.76,7,4.8
2025-07-06,Domingo,Tarde,Drive-Thru,110,3164.7,28.77,3.55,7,4.6
2025-07-06,Domingo,Tarde,Delivery/App,38,1312.52,34.54,11.51,7,4.6
2025-07-06,Domingo,Noite,Salão,44,1018.16,23.14,5.81,10,5.0
2025-07-06,Domingo,Noite,Drive-Thru,123,3399.72,27.64,3.59,10,4.6
2025-07-06,Domingo,Noite,Delivery/App,41,1532.58,37.38,12.01,10,4.8
2025-07-07,Segunda,Manhã,Salão,23,598.92,26.04,5.88,6,4.6
2025-07-07,Segunda,Manhã,Drive-Thru,32,972.8,30.4,2.96,6,4.5
2025-07-07,Segunda,Manhã,Delivery/App,9,363.06,40.34,9.73,6,4.9
2025-07-07,Segunda,Tarde,Salão,51,1271.43,24.93,5.25,9,4.8
2025-07-07,Segunda,Tarde,Drive-Thru,77,2133.67,27.71,2.03,9,4.6
2025-07-07,Segunda,Tarde,Delivery/App,26,827.58,31.83,10.26,9,4.6
2025-07-07,Segunda,Noite,Salão,34,963.56,28.34,6.15,9,4.6
2025-07-07,Segunda,Noite,Drive-Thru,89,2880.04,32.36,4.1,9,4.8
2025-07-07,Segunda,Noite,Delivery/App,36,1098.0,30.5,11.95,9,4.7
2025-07-08,Terça,Manhã,Salão,22,524.92,23.86,5.94,5,4.5
2025-07-08,Terça,Manhã,Drive-Thru,35,780.5,22.3,3.28,5,5.0
2025-07-08,Terça,Manhã,Delivery/App,12,353.64,29.47,10.54,5,4.3
2025-07-08,Terça,Tarde,Salão,45,1331.1,29.58,5.27,10,4.7
2025-07-08,Terça,Tarde,Drive-Thru,99,2556.18,25.82,3.28,10,4.6
2025-07-08,Terça,Tarde,Delivery/App,24,935.04,38.96,10.9,10,4.5
2025-07-08,Terça,Noite,Salão,43,1139.07,26.49,5.43,11,4.6
2025-07-08,Terça,Noite,Drive-Thru,54,1628.64,30.16,3.04,11,4.6
2025-07-08,Terça,Noite,Delivery/App,35,1191.4,34.04,11.11,11,4.5
2025-07-09,Quarta,Manhã,Salão,23,588.34,25.58,5.79,6,4.4
2025-07-09,Quarta,Manhã,Drive-Thru,32,758.4,23.7,2.94,6,4.9
2025-07-09,Quarta,Manhã,Delivery/App,11,349.25,31.75,10.15,6,4.3
2025-07-09,Quarta,Tarde,Salão,46,1135.28,24.68,5.82,7,4.5
2025-07-09,Quarta,Tarde,Drive-Thru,90,2637.9,29.31,3.81,7,4.9
2025-07-09,Quarta,Tarde,Delivery/App,30,979.2,32.64,10.3,7,4.6
2025-07-09,Quarta,Noite,Salão,41,1004.5,24.5,6.55,10,4.6
2025-07-09,Quarta,Noite,Drive-Thru,83,2433.56,29.32,3.32,10,4.4
2025-07-09,Quarta,Noite,Delivery/App,37,1180.3,31.9,11.83,10,4.7
2025-07-10,Quinta,Manhã,Salão,27,618.57,22.91,6.09,4,4.6
2025-07-10,Quinta,Manhã,Drive-Thru,43,1261.62,29.34,3.19,4,4.6
2025-07-10,Quinta,Manhã,Delivery/App,11,308.33,28.03,10.73,4,4.5
2025-07-10,Quinta,Tarde,Salão,59,1236.05,20.95,6.42,10,4.8
2025-07-10,Quinta,Tarde,Drive-Thru,94,2969.46,31.59,3.12,10,4.5
2025-07-10,Quinta,Tarde,Delivery/App,32,1149.76,35.93,10.11,10,5.0
2025-07-10,Quinta,Noite,Salão,34,725.22,21.33,6.25,10,4.7
2025-07-10,Quinta,Noite,Drive-Thru,99,2354.22,23.78,3.54,10,4.5
2025-07-10,Quinta,Noite,Delivery/App,33,1083.72,32.84,11.85,10,4.2
2025-07-11,Sexta,Manhã,Salão,27,598.59,22.17,5.51,6,4.8
2025-07-11,Sexta,Manhã,Drive-Thru,58,1313.7,22.65,4.34,6,4.4
2025-07-11,Sexta,Manhã,Delivery/App,16,518.08,32.38,10.17,6,4.4
2025-07-11,Sexta,Tarde,Salão,77,2100.56,27.28,6.42,10,4.7
2025-07-11,Sexta,Tarde,Drive-Thru,137,4516.89,32.97,3.77,10,4.7
2025-07-11,Sexta,Tarde,Delivery/App,34,980.22,28.83,10.84,10,5.0
2025-07-11,Sexta,Noite,Salão,34,963.9,28.35,5.99,11,4.9
2025-07-11,Sexta,Noite,Drive-Thru,149,3300.35,22.15,3.55,11,4.9
2025-07-11,Sexta,Noite,Delivery/App,46,1511.1,32.85,11.51,11,4.5
2025-07-12,Sábado,Manhã,Salão,31,677.97,21.87,5.56,7,4.4
2025-07-12,Sábado,Manhã,Drive-Thru,68,2068.56,30.42,3.7,7,4.4
2025-07-12,Sábado,Manhã,Delivery/App,13,516.75,39.75,9.77,7,4.6
2025-07-12,Sábado,Tarde,Salão,66,1936.44,29.34,6.2,7,4.6
2025-07-12,Sábado,Tarde,Drive-Thru,93,2715.6,29.2,3.1,7,4.7
2025-07-12,Sábado,Tarde,Delivery/App,40,1606.4,40.16,11.31,7,4.2
2025-07-12,Sábado,Noite,Salão,51,1404.54,27.54,6.11,10,5.0
2025-07-12,Sábado,Noite,Drive-Thru,131,3719.09,28.39,2.96,10,4.8
2025-07-12,Sábado,Noite,Delivery/App,44,1573.44,35.76,11.39,10,4.9
2025-07-13,Domingo,Manhã,Salão,28,799.96,28.57,6.24,6,4.8
2025-07-13,Domingo,Manhã,Drive-Thru,56,1667.12,29.77,3.31,6,4.7
2025-07-13,Domingo,Manhã,Delivery/App,15,594.6,39.64,9.7,6,4.7
2025-07-13,Domingo,Tarde,Salão,80,1704.8,21.31,6.6,8,4.7
2025-07-13,Domingo,Tarde,Drive-Thru,83,1875.8,22.6,3.67,8,4.7
2025-07-13,Domingo,Tarde,Delivery/App,42,1407.84,33.52,12.15,8,4.9
2025-07-13,Domingo,Noite,Salão,48,1019.04,21.23,6.7,8,4.8
2025-07-13,Domingo,Noite,Drive-Thru,99,2933.37,29.63,3.98,8,4.5
2025-07-13,Domingo,Noite,Delivery/App,46,1630.7,35.45,12.6,8,4.5
2025-07-14,Segunda,Manhã,Salão,27,655.02,24.26,5.47,5,4.6
2025-07-14,Segunda,Manhã,Drive-Thru,49,1470.98,30.02,3.02,5,4.7
2025-07-14,Segunda,Manhã,Delivery/App,10,419.7,41.97,9.86,5,4.6
2025-07-14,Segunda,Tarde,Salão,38,974.7,25.65,4.62,8,4.9
2025-07-14,Segunda,Tarde,Drive-Thru,74,2319.9,31.35,3.14,8,4.7
2025-07-14,Segunda,Tarde,Delivery/App,26,989.82,38.07,11.07,8,4.3
2025-07-14,Segunda,Noite,Salão,41,1163.58,28.38,6.07,12,4.7
2025-07-14,Segunda,Noite,Drive-Thru,86,2161.18,25.13,2.92,12,4.8
2025-07-14,Segunda,Noite,Delivery/App,31,1090.27,35.17,11.45,12,4.7
2025-07-15,Terça,Manhã,Salão,21,591.57,28.17,5.31,6,4.6
2025-07-15,Terça,Manhã,Drive-Thru,44,1333.64,30.31,3.28,6,4.7
2025-07-15,Terça,Manhã,Delivery/App,12,409.08,34.09,10.45,6,4.8
2025-07-15,Terça,Tarde,Salão,45,961.65,21.37,5.45,10,4.9
2025-07-15,Terça,Tarde,Drive-Thru,84,1965.6,23.4,3.39,10,4.6
2025-07-15,Terça,Tarde,Delivery/App,27,1051.92,38.96,11.07,10,4.3
2025-07-15,Terça,Noite,Salão,38,848.16,22.32,6.4,9,4.6
2025-07-15,Terça,Noite,Drive-Thru,87,2394.24,27.52,3.99,9,4.8
2025-07-15,Terça,Noite,Delivery/App,29,1143.18,39.42,12.01,9,5.0
2025-07-16,Quarta,Manhã,Salão,26,598.26,23.01,6.5,6,4.2
2025-07-16,Quarta,Manhã,Drive-Thru,33,1049.4,31.8,3.24,6,4.9
2025-07-16,Quarta,Manhã,Delivery/App,12,375.36,31.28,10.22,6,5.0
2025-07-16,Quarta,Tarde,Salão,50,1151.5,23.03,6.23,9,4.7
2025-07-16,Quarta,Tarde,Drive-Thru,95,2474.75,26.05,3.22,9,4.6
2025-07-16,Quarta,Tarde,Delivery/App,29,1054.73,36.37,10.27,9,5.0
2025-07-16,Quarta,Noite,Salão,35,953.4,27.24,6.49,8,4.7
2025-07-16,Quarta,Noite,Drive-Thru,103,2627.53,25.51,3.24,8,4.8
2025-07-16,Quarta,Noite,Delivery/App,29,1038.2,35.8,11.44,8,4.4
2025-07-17,Quinta,Manhã,Salão,22,644.6,29.3,5.48,6,4.7
2025-07-17,Quinta,Manhã,Drive-Thru,38,952.66,25.07,2.66,6,4.6
2025-07-17,Quinta,Manhã,Delivery/App,11,335.94,30.54,10.38,6,4.4
2025-07-17,Quinta,Tarde,Salão,47,1162.78,24.74,5.48,10,4.7
2025-07-17,Quinta,Tarde,Drive-Thru,74,2207.42,29.83,3.36,10,4.8
2025-07-17,Quinta,Tarde,Delivery/App,28,811.16,28.97,10.71,10,4.8
2025-07-17,Quinta,Noite,Salão,46,1235.56,26.86,6.29,11,4.6
2025-07-17,Quinta,Noite,Drive-Thru,91,2699.06,29.66,2.85,11,4.8
2025-07-17,Quinta,Noite,Delivery/App,39,1598.22,40.98,11.34,11,4.7
2025-07-18,Sexta,Manhã,Salão,35,811.3,23.18,6.71,7,4.6
2025-07-18,Sexta,Manhã,Drive-Thru,56,1473.92,26.32,3.08,7,4.9
2025-07-18,Sexta,Manhã,Delivery/App,18,594.0,33.0,10.17,7,5.0
2025-07-18,Sexta,Tarde,Salão,64,1889.92,29.53,5.71,7,4.6
2025-07-18,Sexta,Tarde,Drive-Thru,106,2562.02,24.17,3.03,7,4.7
2025-07-18,Sexta,Tarde,Delivery/App,28,1116.08,39.86,11.63,7,4.4
2025-07-18,Sexta,Noite,Salão,47,1076.77,22.91,6.45,11,4.7
2025-07-18,Sexta,Noite,Drive-Thru,114,2680.14,23.51,3.5,11,4.0
2025-07-18,Sexta,Noite,Delivery/App,50,1976.5,39.53,12.23,11,4.6
2025-07-19,Sábado,Manhã,Salão,32,699.2,21.85,5.71,4,4.4
2025-07-19,Sábado,Manhã,Drive-Thru,72,1892.88,26.29,3.92,4,4.3
2025-07-19,Sábado,Manhã,Delivery/App,17,541.79,31.87,10.53,4,4.5
2025-07-19,Sábado,Tarde,Salão,68,2078.08,30.56,5.8,11,4.7
2025-07-19,Sábado,Tarde,Drive-Thru,123,3543.63,28.81,4.07,11,4.4
2025-07-19,Sábado,Tarde,Delivery/App,47,1605.05,34.15,10.37,11,4.9
2025-07-19,Sábado,Noite,Salão,60,1390.2,23.17,6.83,10,4.6
2025-07-19,Sábado,Noite,Drive-Thru,147,3470.67,23.61,3.69,10,4.8
2025-07-19,Sábado,Noite,Delivery/App,40,1200.8,30.02,11.12,10,4.5
2025-07-20,Domingo,Manhã,Salão,35,941.15,26.89,5.79,7,4.9
2025-07-20,Domingo,Manhã,Drive-Thru,58,1887.32,32.54,2.66,7,4.5
2025-07-20,Domingo,Manhã,Delivery/App,15,632.4,42.16,11.12,7,4.3
2025-07-20,Domingo,Tarde,Salão,64,1421.44,22.21,5.61,10,4.8
2025-07-20,Domingo,Tarde,Drive-Thru,120,3351.6,27.93,3.2,10,4.6
2025-07-20,Domingo,Tarde,Delivery/App,32,1223.36,38.23,10.77,10,4.4
2025-07-20,Domingo,Noite,Salão,51,1247.97,24.47,6.62,10,4.7
2025-07-20,Domingo,Noite,Drive-Thru,101,3210.79,31.79,3.0,10,4.4
2025-07-20,Domingo,Noite,Delivery/App,52,1609.92,30.96,11.02,10,4.6
2025-07-21,Segunda,Manhã,Salão,26,752.44,28.94,5.85,4,4.6
2025-07-21,Segunda,Manhã,Drive-Thru,45,1251.9,27.82,3.78,4,4.4
2025-07-21,Segunda,Manhã,Delivery/App,13,395.98,30.46,10.52,4,4.2
2025-07-21,Segunda,Tarde,Salão,51,1359.66,26.66,6.25,7,4.4
2025-07-21,Segunda,Tarde,Drive-Thru,87,1968.81,22.63,3.84,7,4.3
2025-07-21,Segunda,Tarde,Delivery/App,30,959.7,31.99,10.95,7,4.2
2025-07-21,Segunda,Noite,Salão,43,892.68,20.76,6.31,9,4.7
2025-07-21,Segunda,Noite,Drive-Thru,77,1760.22,22.86,3.89,9,4.9
2025-07-21,Segunda,Noite,Delivery/App,36,1043.64,28.99,11.16,9,4.9
2025-07-22,Terça,Manhã,Salão,23,589.49,25.63,5.65,5,4.7
2025-07-22,Terça,Manhã,Drive-Thru,34,863.6,25.4,3.02,5,4.4
2025-07-22,Terça,Manhã,Delivery/App,11,335.83,30.53,9.63,5,4.4
2025-07-22,Terça,Tarde,Salão,48,999.36,20.82,6.06,6,4.5
2025-07-22,Terça,Tarde,Drive-Thru,84,2568.72,30.58,3.96,6,4.6
2025-07-22,Terça,Tarde,Delivery/App,26,720.72,27.72,11.31,6,4.3
2025-07-22,Terça,Noite,Salão,35,814.1,23.26,6.31,8,4.6
2025-07-22,Terça,Noite,Drive-Thru,98,2879.24,29.38,4.36,8,4.7
2025-07-22,Terça,Noite,Delivery/App,32,1098.24,34.32,11.7,8,4.9
2025-07-23,Quarta,Manhã,Salão,21,650.37,30.97,5.57,6,4.6
2025-07-23,Quarta,Manhã,Drive-Thru,37,878.75,23.75,3.12,6,4.6
2025-07-23,Quarta,Manhã,Delivery/App,11,349.47,31.77,9.31,6,4.5
2025-07-23,Quarta,Tarde,Salão,44,1313.84,29.86,4.92,10,4.5
2025-07-23,Quarta,Tarde,Drive-Thru,94,2785.22,29.63,3.66,10,4.6
2025-07-23,Quarta,Tarde,Delivery/App,26,855.4,32.9,10.86,10,5.0
2025-07-23,Quarta,Noite,Salão,36,811.08,22.53,6.07,8,4.6
2025-07-23,Quarta,Noite,Drive-Thru,87,2510.82,28.86,3.35,8,4.7
2025-07-23,Quarta,Noite,Delivery/App,24,677.76,28.24,11.24,8,4.6
2025-07-24,Quinta,Manhã,Salão,29,654.24,22.56,6.39,6,4.5
2025-07-24,Quinta,Manhã,Drive-Thru,39,1126.32,28.88,3.08,6,4.7
2025-07-24,Quinta,Manhã,Delivery/App,10,417.1,41.71,10.1,6,4.5
2025-07-24,Quinta,Tarde,Salão,43,1166.59,27.13,6.01,6,4.3
2025-07-24,Quinta,Tarde,Drive-Thru,84,2221.8,26.45,4.36,6,4.7
2025-07-24,Quinta,Tarde,Delivery/App,21,869.82,41.42,10.78,6,4.7
2025-07-24,Quinta,Noite,Salão,40,885.6,22.14,5.89,11,4.9
2025-07-24,Quinta,Noite,Drive-Thru,82,2683.04,32.72,2.94,11,4.6
2025-07-24,Quinta,Noite,Delivery/App,40,1458.8,36.47,11.88,11,4.5
2025-07-25,Sexta,Manhã,Salão,28,580.44,20.73,5.16,6,4.3
2025-07-25,Sexta,Manhã,Drive-Thru,67,1551.72,23.16,3.37,6,4.4
2025-07-25,Sexta,Manhã,Delivery/App,17,546.72,32.16,9.86,6,4.8
2025-07-25,Sexta,Tarde,Salão,67,1976.5,29.5,6.31,7,4.3
2025-07-25,Sexta,Tarde,Drive-Thru,116,3408.08,29.38,4.19,7,4.5
2025-07-25,Sexta,Tarde,Delivery/App,27,1091.61,40.43,10.94,7,4.5
2025-07-25,Sexta,Noite,Salão,48,1150.08,23.96,6.26,12,4.8
2025-07-25,Sexta,Noite,Drive-Thru,128,3031.04,23.68,2.57,12,4.6
2025-07-25,Sexta,Noite,Delivery/App,48,1611.84,33.58,11.94,12,4.5
2025-07-26,Sábado,Manhã,Salão,33,812.46,24.62,5.61,6,4.4
2025-07-26,Sábado,Manhã,Drive-Thru,48,1323.84,27.58,2.7,6,4.5
2025-07-26,Sábado,Manhã,Delivery/App,15,584.55,38.97,10.28,6,4.8
2025-07-26,Sábado,Tarde,Salão,70,1605.1,22.93,5.95,9,4.6
2025-07-26,Sábado,Tarde,Drive-Thru,78,2109.12,27.04,2.83,9,4.5
2025-07-26,Sábado,Tarde,Delivery/App,40,1201.2,30.03,10.9,9,4.8
2025-07-26,Sábado,Noite,Salão,47,1122.83,23.89,6.73,10,4.8
2025-07-26,Sábado,Noite,Drive-Thru,127,2871.47,22.61,3.12,10,4.6
2025-07-26,Sábado,Noite,Delivery/App,41,1532.99,37.39,11.78,10,4.4
2025-07-27,Domingo,Manhã,Salão,29,592.76,20.44,5.45,7,4.6
2025-07-27,Domingo,Manhã,Drive-Thru,60,1537.8,25.63,1.72,7,4.7
2025-07-27,Domingo,Manhã,Delivery/App,13,487.5,37.5,10.12,7,4.9
2025-07-27,Domingo,Tarde,Salão,73,2246.94,30.78,7.06,10,4.9
2025-07-27,Domingo,Tarde,Drive-Thru,107,3451.82,32.26,3.52,10,4.5
2025-07-27,Domingo,Tarde,Delivery/App,33,1333.53,40.41,10.05,10,5.0
2025-07-27,Domingo,Noite,Salão,41,855.26,20.86,6.86,9,4.2
2025-07-27,Domingo,Noite,Drive-Thru,143,3971.11,27.77,3.06,9,4.9
2025-07-27,Domingo,Noite,Delivery/App,52,1759.68,33.84,11.56,9,4.6
2025-07-28,Segunda,Manhã,Salão,22,524.48,23.84,6.74,5,4.4
2025-07-28,Segunda,Manhã,Drive-Thru,44,1415.92,32.18,2.34,5,4.5
2025-07-28,Segunda,Manhã,Delivery/App,10,373.1,37.31,10.07,5,4.8
2025-07-28,Segunda,Tarde,Salão,43,1132.19,26.33,6.22,7,4.4
2025-07-28,Segunda,Tarde,Drive-Thru,95,2916.5,30.7,3.63,7,4.7
2025-07-28,Segunda,Tarde,Delivery/App,23,905.74,39.38,10.48,7,4.6
2025-07-28,Segunda,Noite,Salão,29,764.73,26.37,5.46,11,4.8
2025-07-28,Segunda,Noite,Drive-Thru,88,2193.84,24.93,3.11,11,4.4
2025-07-28,Segunda,Noite,Delivery/App,27,853.2,31.6,11.26,11,4.8
2025-07-29,Terça,Manhã,Salão,21,455.7,21.7,6.31,5,4.5
2025-07-29,Terça,Manhã,Drive-Thru,39,1006.2,25.8,3.02,5,5.0
2025-07-29,Terça,Manhã,Delivery/App,13,383.89,29.53,9.67,5,4.6
2025-07-29,Terça,Tarde,Salão,53,1323.41,24.97,5.54,9,4.7
2025-07-29,Terça,Tarde,Drive-Thru,99,2866.05,28.95,3.85,9,4.4
2025-07-29,Terça,Tarde,Delivery/App,22,774.84,35.22,9.65,9,4.9
2025-07-29,Terça,Noite,Salão,43,1312.36,30.52,5.97,12,4.9
2025-07-29,Terça,Noite,Drive-Thru,104,2956.72,28.43,2.84,12,4.8
2025-07-29,Terça,Noite,Delivery/App,34,939.42,27.63,11.59,12,4.9
2025-07-30,Quarta,Manhã,Salão,23,626.52,27.24,5.74,6,4.7
2025-07-30,Quarta,Manhã,Drive-Thru,39,1006.98,25.82,2.95,6,4.4
2025-07-30,Quarta,Manhã,Delivery/App,11,390.61,35.51,10.68,6,4.2
2025-07-30,Quarta,Tarde,Salão,55,1138.5,20.7,5.51,9,4.6
2025-07-30,Quarta,Tarde,Drive-Thru,84,2454.48,29.22,2.91,9,4.7
2025-07-30,Quarta,Tarde,Delivery/App,26,941.2,36.2,10.65,9,4.5
2025-07-30,Quarta,Noite,Salão,41,1121.76,27.36,5.97,11,4.8
2025-07-30,Quarta,Noite,Drive-Thru,89,2736.75,30.75,3.02,11,4.6
2025-07-30,Quarta,Noite,Delivery/App,36,1411.92,39.22,12.17,11,4.7
2025-07-31,Quinta,Manhã,Salão,28,731.64,26.13,6.2,5,4.4
2025-07-31,Quinta,Manhã,Drive-Thru,43,1232.38,28.66,3.32,5,4.1
2025-07-31,Quinta,Manhã,Delivery/App,10,328.0,32.8,10.73,5,4.7
2025-07-31,Quinta,Tarde,Salão,37,897.62,24.26,6.25,8,4.7
2025-07-31,Quinta,Tarde,Drive-Thru,96,3091.2,32.2,3.19,8,4.9
2025-07-31,Quinta,Tarde,Delivery/App,25,993.0,39.72,11.33,8,4.8
2025-07-31,Quinta,Noite,Salão,41,1213.6,29.6,6.25,12,4.3
2025-07-31,Quinta,Noite,Drive-Thru,115,3774.3,32.82,3.2,12,4.7
2025-07-31,Quinta,Noite,Delivery/App,31,1249.3,40.3,10.85,12,4.7
2025-08-01,Sexta,Manhã,Salão,33,871.2,26.4,5.4,6,5.0
2025-08-01,Sexta,Manhã,Drive-Thru,68,2430.32,35.74,3.79,6,4.8
2025-08-01,Sexta,Manhã,Delivery/App,16,553.76,34.61,10.32,6,4.4
2025-08-01,Sexta,Tarde,Salão,76,2200.96,28.96,5.95,8,4.5
2025-08-01,Sexta,Tarde,Drive-Thru,81,2700.54,33.34,3.27,8,4.7
2025-08-01,Sexta,Tarde,Delivery/App,47,2028.52,43.16,11.46,8,4.6
2025-08-01,Sexta,Noite,Salão,57,1379.97,24.21,6.37,10,4.8
2025-08-01,Sexta,Noite,Drive-Thru,118,2951.18,25.01,3.73,10,4.8
2025-08-01,Sexta,Noite,Delivery/App,46,1908.08,41.48,11.85,10,4.8
2025-08-02,Sábado,Manhã,Salão,37,824.36,22.28,5.83,4,4.5
2025-08-02,Sábado,Manhã,Drive-Thru,69,1980.3,28.7,3.82,4,4.6
2025-08-02,Sábado,Manhã,Delivery/App,16,504.8,31.55,10.25,4,5.0
2025-08-02,Sábado,Tarde,Salão,68,1519.8,22.35,5.92,8,4.3
2025-08-02,Sábado,Tarde,Drive-Thru,112,3857.28,34.44,4.18,8,4.8
2025-08-02,Sábado,Tarde,Delivery/App,35,1299.2,37.12,11.03,8,4.6
2025-08-02,Sábado,Noite,Salão,54,1438.02,26.63,6.02,13,4.9
2025-08-02,Sábado,Noite,Drive-Thru,117,2920.32,24.96,3.28,13,4.6
2025-08-02,Sábado,Noite,Delivery/App,44,1415.04,32.16,11.23,13,4.9
2025-08-03,Domingo,Manhã,Salão,35,918.4,26.24,6.2,6,4.5
2025-08-03,Domingo,Manhã,Drive-Thru,74,2058.68,27.82,3.88,6,4.6
2025-08-03,Domingo,Manhã,Delivery/App,18,786.96,43.72,10.73,6,4.6
2025-08-03,Domingo,Tarde,Salão,83,2128.12,25.64,6.71,7,4.1
2025-08-03,Domingo,Tarde,Drive-Thru,129,3823.56,29.64,4.0,7,4.2
2025-08-03,Domingo,Tarde,Delivery/App,32,1275.52,39.86,11.17,7,4.4
2025-08-03,Domingo,Noite,Salão,43,1097.36,25.52,6.05,12,4.3
2025-08-03,Domingo,Noite,Drive-Thru,125,3706.25,29.65,3.16,12,4.7
2025-08-03,Domingo,Noite,Delivery/App,48,1606.56,33.47,11.7,12,4.3
2025-08-04,Segunda,Manhã,Salão,22,725.34,32.97,6.04,4,4.5
2025-08-04,Segunda,Manhã,Drive-Thru,44,1459.04,33.16,3.38,4,4.7
2025-08-04,Segunda,Manhã,Delivery/App,14,529.76,37.84,10.59,4,4.5
2025-08-04,Segunda,Tarde,Salão,50,1206.0,24.12,5.37,10,4.7
2025-08-04,Segunda,Tarde,Drive-Thru,97,3110.79,32.07,2.63,10,5.0
2025-08-04,Segunda,Tarde,Delivery/App,28,1092.0,39.0,10.79,10,4.5
2025-08-04,Segunda,Noite,Salão,39,1149.72,29.48,5.78,9,4.7
2025-08-04,Segunda,Noite,Drive-Thru,96,3044.16,31.71,3.48,9,4.6
2025-08-04,Segunda,Noite,Delivery/App,44,1680.36,38.19,11.7,9,4.5
2025-08-05,Terça,Manhã,Salão,26,670.8,25.8,6.44,5,4.2
2025-08-05,Terça,Manhã,Drive-Thru,49,1263.22,25.78,3.88,5,4.7
2025-08-05,Terça,Manhã,Delivery/App,12,531.6,44.3,10.96,5,4.2
2025-08-05,Terça,Tarde,Salão,58,1466.82,25.29,5.84,8,4.3
2025-08-05,Terça,Tarde,Drive-Thru,103,3282.61,31.87,4.32,8,4.4
2025-08-05,Terça,Tarde,Delivery/App,29,1154.2,39.8,10.62,8,5.0
2025-08-05,Terça,Noite,Salão,43,1107.25,25.75,5.78,10,4.6
2025-08-05,Terça,Noite,Drive-Thru,73,2609.02,35.74,3.18,10,4.8
2025-08-05,Terça,Noite,Delivery/App,32,1097.6,34.3,11.07,10,5.0
2025-08-06,Quarta,Manhã,Salão,28,753.2,26.9,5.99,4,4.2
2025-08-06,Quarta,Manhã,Drive-Thru,50,1605.0,32.1,2.7,4,4.5
2025-08-06,Quarta,Manhã,Delivery/App,15,583.5,38.9,10.05,4,4.7
2025-08-06,Quarta,Tarde,Salão,53,1225.89,23.13,5.85,6,4.7
2025-08-06,Quarta,Tarde,Drive-Thru,85,2772.7,32.62,4.13,6,4.5
2025-08-06,Quarta,Tarde,Delivery/App,35,1606.5,45.9,11.66,6,4.6
2025-08-06,Quarta,Noite,Salão,35,821.8,23.48,6.76,11,4.5
2025-08-06,Quarta,Noite,Drive-Thru,105,2601.9,24.78,3.64,11,4.4
2025-08-06,Quarta,Noite,Delivery/App,32,1428.48,44.64,11.22,11,4.9
2025-08-07,Quinta,Manhã,Salão,26,721.76,27.76,5.88,5,4.5
2025-08-07,Quinta,Manhã,Drive-Thru,39,1167.66,29.94,4.45,5,4.3
2025-08-07,Quinta,Manhã,Delivery/App,11,406.45,36.95,9.71,5,4.6
2025-08-07,Quinta,Tarde,Salão,45,1322.55,29.39,4.54,10,4.7
2025-08-07,Quinta,Tarde,Drive-Thru,69,2068.62,29.98,2.56,10,5.0
2025-08-07,Quinta,Tarde,Delivery/App,19,612.56,32.24,9.71,10,4.8
2025-08-07,Quinta,Noite,Salão,51,1567.23,30.73,5.77,10,4.6
2025-08-07,Quinta,Noite,Drive-Thru,123,3523.95,28.65,4.12,10,4.3
2025-08-07,Quinta,Noite,Delivery/App,41,1804.0,44.0,11.65,10,4.6
